Kill,Team Fight,Push,Gank,Farm,Group Fight,Roshan,Roam,Split Push,No Label,TimeStamp,Kill,Team Fight,Push,Gank,Farm,Group Fight,Roshan,Roam,Split Push,No Label,TimeStamp
0,1,0,0,0,0,0,0,0,0,"[4913, 4994]",0,1,0,0,0,0,0,0,0,0,"[4953, 4989]"
1,0,0,0,0,0,0,0,0,0,"[1177, 1188]",0,0,0,1,0,0,0,0,0,0,"[1175, 1187]"
1,0,0,0,0,0,0,0,0,0,"[1385, 1392]",0,0,0,0,0,1,0,0,0,0,"[1385, 1401]"
0,0,0,1,0,0,0,0,0,0,"[1756, 1768]",0,1,0,0,0,0,0,0,0,0,"[1749, 1767]"
0,0,0,0,0,1,0,0,0,0,"[1892, 1906]",0,1,0,0,0,0,0,0,0,0,"[1854, 1908]"
0,0,0,0,0,1,0,0,0,0,"[1921, 1936]",0,1,0,0,0,0,0,0,0,0,"[1915, 1937]"
0,1,0,0,0,0,0,0,0,0,"[2593, 2635]",1,0,0,0,0,0,0,0,0,0,"[2603, 2632]"
0,0,0,0,1,0,0,0,0,0,"[3093, 3260]",0,0,1,0,0,0,0,0,0,0,"[3093, 3206]"
0,0,0,0,0,0,0,1,0,0,"[3261, 3323]",0,0,1,0,0,0,0,0,0,0,"[3310, 3333]"
0,0,0,0,0,0,0,1,0,0,"[3352, 3729]",0,0,1,0,0,0,0,0,0,0,"[3426, 3528]"
0,1,0,0,0,0,0,0,0,0,"[3920, 3950]",0,0,0,0,0,1,0,0,0,0,"[3917, 3948]"
1,0,0,0,0,0,0,0,0,0,"[3979, 3988]",0,0,0,0,1,0,0,0,0,0,"[3982, 4037]"
1,0,0,0,0,0,0,0,0,0,"[4165, 4179]",0,0,0,1,0,0,0,0,0,0,"[4161, 4180]"
0,0,0,0,0,0,0,1,0,0,"[3730, 3813]",0,0,1,0,0,0,0,0,0,0,"[3776, 3804]"
0,0,1,0,0,0,0,0,0,0,"[3988, 4058]",0,0,0,1,0,0,0,0,0,0,"[4035, 4057]"
0,0,0,0,0,0,0,1,0,0,"[4124, 4165]",0,0,1,0,0,0,0,0,0,0,"[4148, 4197]"
0,1,0,0,0,0,0,0,0,0,"[4528, 4576]",0,0,1,0,0,0,0,0,0,0,"[4506, 4557]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,"[647, 683]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,"[1139, 1152]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,"[979, 993]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,"[1694, 1707]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,"[1385, 1391]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[2667, 2698]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[2936, 2971]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[3206, 3233]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,"[3585, 3591]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[3658, 3677]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[3893, 3900]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[4396, 4406]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,"[4308, 4342]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,"[4361, 4396]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[4452, 4461]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[4591, 4651]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[4671, 4909]"
0,0,0,0,1,0,0,0,0,0,"[712, 915]",0,0,0,0,1,0,0,0,0,0,"[714, 878]"
0,0,0,0,1,0,0,0,0,0,"[916, 1316]",0,0,0,0,1,0,0,0,0,0,"[916, 990]"
0,0,0,0,1,0,0,0,0,0,"[916, 1316]",0,0,0,0,1,0,0,0,0,0,"[1017, 1082]"
0,0,0,0,1,0,0,0,0,0,"[916, 1316]",0,0,0,0,1,0,0,0,0,0,"[1116, 1141]"
0,0,0,0,0,0,0,1,0,0,"[1315, 1363]",0,0,0,0,0,0,0,1,0,0,"[1315, 1363]"
0,1,0,0,0,0,0,0,0,0,"[1494, 1517]",0,1,0,0,0,0,0,0,0,0,"[1489, 1515]"
0,0,1,0,0,0,0,0,0,0,"[1391, 1417]",0,0,1,0,0,0,0,0,0,0,"[1393, 1417]"
0,0,0,0,1,0,0,0,0,0,"[1426, 1490]",0,0,0,0,1,0,0,0,0,0,"[1426, 1484]"
0,0,0,0,1,0,0,0,0,0,"[1547, 1741]",0,0,0,0,1,0,0,0,0,0,"[1594, 1673]"
0,0,0,0,1,0,0,0,0,0,"[1547, 1741]",0,0,0,0,1,0,0,0,0,0,"[1686, 1740]"
0,0,1,0,0,0,0,0,0,0,"[1788, 1853]",0,0,1,0,0,0,0,0,0,0,"[1789, 1853]"
0,0,0,0,1,0,0,0,0,0,"[1972, 2112]",0,0,0,0,1,0,0,0,0,0,"[1971, 2042]"
0,0,0,0,1,0,0,0,0,0,"[1972, 2112]",0,0,0,0,1,0,0,0,0,0,"[2065, 2088]"
0,0,0,0,1,0,0,0,0,0,"[2174, 2320]",0,0,0,0,1,0,0,0,0,0,"[2174, 2235]"
0,0,0,0,1,0,0,0,0,0,"[2174, 2320]",0,0,0,0,1,0,0,0,0,0,"[2254, 2291]"
0,0,0,1,0,0,0,0,0,0,"[2491, 2501]",0,0,0,1,0,0,0,0,0,0,"[2485, 2501]"
0,1,0,0,0,0,0,0,0,0,"[2743, 2756]",0,1,0,0,0,0,0,0,0,0,"[2727, 2756]"
0,0,0,0,1,0,0,0,0,0,"[2323, 2491]",0,0,0,0,1,0,0,0,0,0,"[2327, 2360]"
0,0,0,0,1,0,0,0,0,0,"[2323, 2491]",0,0,0,0,1,0,0,0,0,0,"[2402, 2453]"
0,0,0,0,1,0,0,0,0,0,"[2323, 2491]",0,0,0,0,1,0,0,0,0,0,"[2476, 2490]"
0,0,0,0,1,0,0,0,0,0,"[2501, 2593]",0,0,0,0,1,0,0,0,0,0,"[2527, 2554]"
0,0,0,0,1,0,0,0,0,0,"[2501, 2593]",0,0,0,0,1,0,0,0,0,0,"[2588, 2594]"
0,0,0,0,1,0,0,0,0,0,"[2776, 2791]",0,0,0,0,1,0,0,0,0,0,"[2783, 2790]"
0,0,0,1,0,0,0,0,0,0,"[2815, 2831]",0,0,0,1,0,0,0,0,0,0,"[2820, 2835]"
0,0,1,0,0,0,0,0,0,0,"[2872, 2889]",0,0,1,0,0,0,0,0,0,0,"[2873, 2888]"
0,0,0,0,1,0,0,0,0,0,"[2792, 2815]",0,0,0,0,1,0,0,0,0,0,"[2795, 2806]"
0,0,0,0,1,0,0,0,0,0,"[2831, 2872]",0,0,0,0,1,0,0,0,0,0,"[2832, 2862]"
0,0,0,0,1,0,0,0,0,0,"[2889, 3145]",0,0,0,0,1,0,0,0,0,0,"[2894, 2932]"
0,0,0,0,1,0,0,0,0,0,"[2889, 3145]",0,0,0,0,1,0,0,0,0,0,"[2949, 2974]"
0,0,0,0,1,0,0,0,0,0,"[2889, 3145]",0,0,0,0,1,0,0,0,0,0,"[2997, 3004]"
0,0,0,0,1,0,0,0,0,0,"[2889, 3145]",0,0,0,0,1,0,0,0,0,0,"[3028, 3101]"
0,0,0,0,1,0,0,0,0,0,"[2889, 3145]",0,0,0,0,1,0,0,0,0,0,"[3132, 3144]"
0,1,0,0,0,0,0,0,0,0,"[3323, 3352]",0,1,0,0,0,0,0,0,0,0,"[3333, 3352]"
0,0,0,0,1,0,0,0,0,0,"[3352, 3415]",0,0,0,0,1,0,0,0,0,0,"[3385, 3413]"
0,0,0,0,1,0,0,0,0,0,"[3616, 3662]",0,0,0,0,1,0,0,0,0,0,"[3618, 3660]"
0,0,0,0,0,0,0,1,0,0,"[3662, 3729]",0,0,0,0,0,0,0,1,0,0,"[3660, 3718]"
0,0,0,0,0,1,0,0,0,0,"[3974, 4005]",0,0,0,0,0,1,0,0,0,0,"[3979, 4005]"
1,0,0,0,0,0,0,0,0,0,"[4165, 4179]",1,0,0,0,0,0,0,0,0,0,"[4174, 4178]"
1,0,0,0,0,0,0,0,0,0,"[4165, 4179]",1,0,0,0,0,0,0,0,0,0,"[4173, 4178]"
0,0,0,0,1,0,0,0,0,0,"[4005, 4095]",0,0,0,0,1,0,0,0,0,0,"[4023, 4047]"
0,0,0,0,1,0,0,0,0,0,"[4005, 4095]",0,0,0,0,1,0,0,0,0,0,"[4082, 4093]"
0,0,0,0,0,0,0,1,0,0,"[4095, 4163]",0,0,0,0,0,0,0,1,0,0,"[4093, 4140]"
0,1,0,0,0,0,0,0,0,0,"[4199, 4258]",0,1,0,0,0,0,0,0,0,0,"[4199, 4241]"
0,1,0,0,0,0,0,0,0,0,"[4342, 4365]",0,1,0,0,0,0,0,0,0,0,"[4344, 4364]"
0,1,0,0,0,0,0,0,0,0,"[4409, 4438]",0,1,0,0,0,0,0,0,0,0,"[4421, 4427]"
0,0,0,0,0,1,0,0,0,0,"[4449, 4472]",0,0,0,0,0,1,0,0,0,0,"[4449, 4458]"
0,1,0,0,0,0,0,0,0,0,"[4528, 4576]",0,1,0,0,0,0,0,0,0,0,"[4557, 4576]"
0,0,1,0,0,0,0,0,0,0,"[4259, 4299]",0,0,1,0,0,0,0,0,0,0,"[4245, 4295]"
0,1,0,0,0,0,0,0,0,0,"[4913, 4994]",0,1,0,0,0,0,0,0,0,0,"[4953, 4989]"
0,0,0,0,1,0,0,0,0,0,"[617, 699]",0,0,0,1,0,0,0,0,0,0,"[625, 699]"
0,0,0,0,1,0,0,0,0,0,"[1363, 1384]",0,0,1,0,0,0,0,0,0,0,"[1363, 1382]"
0,0,0,1,0,0,0,0,0,0,"[1756, 1768]",0,1,0,0,0,0,0,0,0,0,"[1749, 1767]"
0,0,0,0,0,1,0,0,0,0,"[1892, 1906]",0,1,0,0,0,0,0,0,0,0,"[1854, 1908]"
0,0,0,0,0,1,0,0,0,0,"[1921, 1936]",0,1,0,0,0,0,0,0,0,0,"[1915, 1937]"
0,1,0,0,0,0,0,0,0,0,"[2593, 2635]",1,0,0,0,0,0,0,0,0,0,"[2603, 2632]"
0,0,1,0,0,0,0,0,0,0,"[3261, 3300]",0,0,0,0,1,0,0,0,0,0,"[3261, 3299]"
0,0,0,0,0,0,0,1,0,0,"[3415, 3616]",0,0,1,0,0,0,0,0,0,0,"[3493, 3498]"
0,1,0,0,0,0,0,0,0,0,"[3920, 3950]",0,0,0,0,0,1,0,0,0,0,"[3917, 3948]"
1,0,0,0,0,0,0,0,0,0,"[4165, 4179]",0,0,0,1,0,0,0,0,0,0,"[4161, 4180]"
0,0,0,0,0,0,0,1,0,0,"[3730, 3918]",0,0,0,0,1,0,0,0,0,0,"[3806, 3830]"
0,0,0,0,1,0,0,0,0,0,"[3953, 3974]",0,0,1,0,0,0,0,0,0,0,"[3954, 3960]"
0,0,0,0,0,1,0,0,0,0,"[4449, 4472]",0,0,0,0,0,0,0,1,0,0,"[4459, 4506]"
0,1,0,0,0,0,0,0,0,0,"[4528, 4576]",0,0,1,0,0,0,0,0,0,0,"[4506, 4557]"
0,0,0,0,0,0,0,1,0,0,"[3145, 3260]",0,0,0,0,0,0,0,0,0,1,-1
0,0,0,0,1,0,0,0,0,0,"[4185, 4198]",0,0,0,0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[1164, 1229]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[1264, 1315]"
0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,"[1763, 1767]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,"[2307, 2322]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[1854, 1871]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[2306, 2315]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,"[2360, 2402]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[2574, 2578]"
0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,"[2606, 2612]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[2693, 2699]"
0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,"[3337, 3342]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[3362, 3366]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,"[3577, 3581]"
0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,"[3943, 3948]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[4055, 4061]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,"[4061, 4082]"
0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,"[4344, 4349]"
0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,"[4351, 4356]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[4396, 4406]"
0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,"[4452, 4458]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,"[4295, 4343]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[4671, 4909]"
0,0,0,0,1,0,0,0,0,0,"[726, 774]",0,0,0,0,1,0,0,0,0,0,"[727, 772]"
0,0,0,0,1,0,0,0,0,0,"[927, 978]",0,0,0,0,1,0,0,0,0,0,"[930, 955]"
0,0,0,0,0,0,0,1,0,0,"[979, 1059]",0,0,0,0,0,0,0,1,0,0,"[954, 1060]"
0,0,0,0,1,0,0,0,0,0,"[1059, 1106]",0,0,0,0,1,0,0,0,0,0,"[1060, 1106]"
0,0,0,0,0,0,0,1,0,0,"[1106, 1142]",0,0,0,0,0,0,0,1,0,0,"[1106, 1144]"
0,0,0,0,1,0,0,0,0,0,"[1142, 1288]",0,0,0,0,1,0,0,0,0,0,"[1144, 1167]"
0,0,0,0,1,0,0,0,0,0,"[1142, 1288]",0,0,0,0,1,0,0,0,0,0,"[1203, 1226]"
0,0,0,0,1,0,0,0,0,0,"[1142, 1288]",0,0,0,0,1,0,0,0,0,0,"[1262, 1287]"
0,0,0,0,0,0,0,1,0,0,"[1309, 1383]",0,0,0,0,0,0,0,1,0,0,"[1332, 1384]"
0,1,0,0,0,0,0,0,0,0,"[1494, 1517]",0,1,0,0,0,0,0,0,0,0,"[1489, 1515]"
0,0,0,0,0,1,0,0,0,0,"[1824, 1838]",0,0,0,0,0,1,0,0,0,0,"[1830, 1838]"
0,0,0,0,0,0,0,1,0,0,"[1392, 1492]",0,0,0,0,0,0,0,1,0,0,"[1385, 1492]"
0,0,0,0,0,0,0,1,0,0,"[1739, 1831]",0,0,0,0,0,0,0,1,0,0,"[1738, 1831]"
0,0,0,0,0,0,0,1,0,0,"[1938, 2269]",0,0,0,0,0,0,0,1,0,0,"[1969, 2160]"
0,0,0,0,0,0,0,1,0,0,"[1938, 2269]",0,0,0,0,0,0,0,1,0,0,"[2170, 2270]"
0,1,0,0,0,0,0,0,0,0,"[2743, 2756]",0,1,0,0,0,0,0,0,0,0,"[2727, 2756]"
0,0,0,0,0,0,0,1,0,0,"[2323, 2593]",0,0,0,0,0,0,0,1,0,0,"[2359, 2528]"
0,0,0,0,0,0,0,1,0,0,"[2669, 2743]",0,0,0,0,0,0,0,1,0,0,"[2698, 2785]"
0,0,1,0,0,0,0,0,0,0,"[2872, 2889]",0,0,1,0,0,0,0,0,0,0,"[2873, 2888]"
0,0,1,0,0,0,0,0,0,0,"[2792, 2872]",0,0,1,0,0,0,0,0,0,0,"[2813, 2821]"
0,0,1,0,0,0,0,0,0,0,"[2792, 2872]",0,0,1,0,0,0,0,0,0,0,"[2848, 2869]"
0,0,0,0,1,0,0,0,0,0,"[2904, 2950]",0,0,0,0,1,0,0,0,0,0,"[2907, 2949]"
0,1,0,0,0,0,0,0,0,0,"[3323, 3352]",0,1,0,0,0,0,0,0,0,0,"[3333, 3352]"
0,0,0,0,0,0,0,1,0,0,"[3352, 3729]",0,0,0,0,0,0,0,1,0,0,"[3542, 3661]"
0,0,0,0,0,1,0,0,0,0,"[3974, 4005]",0,0,0,0,0,1,0,0,0,0,"[3979, 4005]"
0,1,0,0,0,0,0,0,0,0,"[4199, 4258]",0,1,0,0,0,0,0,0,0,0,"[4199, 4241]"
0,1,0,0,0,0,0,0,0,0,"[4342, 4365]",0,1,0,0,0,0,0,0,0,0,"[4344, 4364]"
0,1,0,0,0,0,0,0,0,0,"[4409, 4438]",0,1,0,0,0,0,0,0,0,0,"[4421, 4427]"
0,1,0,0,0,0,0,0,0,0,"[4528, 4576]",0,1,0,0,0,0,0,0,0,0,"[4557, 4576]"
0,1,0,0,0,0,0,0,0,0,"[4913, 4994]",0,1,0,0,0,0,0,0,0,0,"[4953, 4989]"
1,0,0,0,0,0,0,0,0,0,"[1385, 1392]",0,0,0,0,0,1,0,0,0,0,"[1385, 1401]"
0,0,0,1,0,0,0,0,0,0,"[1756, 1768]",0,0,0,0,0,0,0,1,0,0,"[1738, 1831]"
0,0,0,0,0,0,0,1,0,0,"[1517, 1605]",0,0,0,1,0,0,0,0,0,0,"[1605, 1617]"
0,0,0,0,1,0,0,0,0,0,"[1685, 1739]",0,0,0,1,0,0,0,0,0,0,"[1694, 1707]"
0,0,0,0,0,1,0,0,0,0,"[1892, 1906]",0,1,0,0,0,0,0,0,0,0,"[1854, 1908]"
0,0,0,0,0,1,0,0,0,0,"[1921, 1936]",0,1,0,0,0,0,0,0,0,0,"[1915, 1937]"
0,0,0,0,1,0,0,0,0,0,"[2269, 2312]",0,0,1,0,0,0,0,0,0,0,"[2270, 2312]"
0,1,0,0,0,0,0,0,0,0,"[2593, 2635]",1,0,0,0,0,0,0,0,0,0,"[2603, 2632]"
0,0,0,0,0,1,0,0,0,0,"[2783, 2791]",0,0,1,0,0,0,0,0,0,0,"[2785, 2791]"
0,0,1,0,0,0,0,0,0,0,"[2872, 2889]",0,0,0,0,0,0,0,1,0,0,"[2869, 2907]"
0,0,0,0,0,0,0,1,0,0,"[2950, 3260]",0,0,1,0,0,0,0,0,0,0,"[3094, 3110]"
0,1,0,0,0,0,0,0,0,0,"[3323, 3352]",0,0,1,0,0,0,0,0,0,0,"[3331, 3362]"
0,1,0,0,0,0,0,0,0,0,"[3920, 3950]",0,0,0,0,0,1,0,0,0,0,"[3917, 3948]"
0,0,0,0,0,0,0,1,0,0,"[3730, 3920]",0,0,0,0,1,0,0,0,0,0,"[3736, 3745]"
0,1,0,0,0,0,0,0,0,0,"[4528, 4576]",0,0,1,0,0,0,0,0,0,0,"[4506, 4557]"
0,0,1,0,0,0,0,0,0,0,"[4270, 4342]",0,0,0,0,0,0,0,1,0,0,"[4269, 4348]"
0,0,0,0,0,0,0,1,0,0,"[3261, 3323]",0,0,0,0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,1,0,0,"[4052, 4172]",0,0,0,0,0,0,0,0,0,1,-1
0,0,1,0,0,0,0,0,0,0,"[4308, 4344]",0,0,0,0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,"[848, 915]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,"[1854, 1921]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,"[2160, 2170]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,"[2352, 2359]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,"[2528, 2552]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[2684, 2698]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,"[3043, 3056]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[3451, 3542]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,"[3661, 3672]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[3828, 3835]"
0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,"[4358, 4363]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[4396, 4406]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[4245, 4269]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[4375, 4387]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[4630, 4643]"
0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,"[4671, 4909]"
1,0,0,0,0,0,0,0,0,0,"[674, 699]",1,0,0,0,0,0,0,0,0,0,"[693, 699]"
0,0,0,0,1,0,0,0,0,0,"[707, 915]",0,0,0,0,1,0,0,0,0,0,"[708, 915]"
0,0,0,0,1,0,0,0,0,0,"[916, 940]",0,0,0,0,1,0,0,0,0,0,"[916, 939]"
0,0,0,0,1,0,0,0,0,0,"[997, 1154]",0,0,0,0,1,0,0,0,0,0,"[997, 1048]"
0,0,0,0,1,0,0,0,0,0,"[997, 1154]",0,0,0,0,1,0,0,0,0,0,"[1088, 1113]"
0,0,0,0,0,0,0,1,0,0,"[1154, 1237]",0,0,0,0,0,0,0,1,0,0,"[1113, 1205]"
0,0,0,0,1,0,0,0,0,0,"[1237, 1300]",0,0,0,0,1,0,0,0,0,0,"[1238, 1260]"
0,0,0,0,1,0,0,0,0,0,"[1237, 1300]",0,0,0,0,1,0,0,0,0,0,"[1273, 1295]"
0,0,0,0,1,0,0,0,0,0,"[1309, 1359]",0,0,0,0,1,0,0,0,0,0,"[1335, 1344]"
0,0,0,0,0,0,0,1,0,0,"[1154, 1237]",0,0,0,0,0,0,0,1,0,0,"[1113, 1205]"
0,0,0,1,0,0,0,0,0,0,"[1476, 1489]",0,0,0,1,0,0,0,0,0,0,"[1473, 1489]"
0,1,0,0,0,0,0,0,0,0,"[1494, 1517]",0,1,0,0,0,0,0,0,0,0,"[1489, 1515]"
0,0,0,1,0,0,0,0,0,0,"[1609, 1616]",0,0,0,1,0,0,0,0,0,0,"[1605, 1617]"
0,0,0,0,0,1,0,0,0,0,"[1824, 1838]",0,0,0,0,0,1,0,0,0,0,"[1830, 1838]"
0,0,0,0,0,0,0,1,0,0,"[1399, 1476]",0,0,0,0,0,0,0,1,0,0,"[1402, 1477]"
0,0,0,0,1,0,0,0,0,0,"[1553, 1575]",0,0,0,0,1,0,0,0,0,0,"[1555, 1573]"
0,0,0,0,1,0,0,0,0,0,"[1618, 1646]",0,0,0,0,1,0,0,0,0,0,"[1616, 1644]"
0,0,0,0,0,0,0,1,0,0,"[1646, 1700]",0,0,0,0,0,0,0,1,0,0,"[1644, 1701]"
0,0,0,0,1,0,0,0,0,0,"[1700, 1747]",0,0,0,0,1,0,0,0,0,0,"[1701, 1724]"
0,0,0,0,0,0,0,1,0,0,"[1747, 1815]",0,0,0,0,0,0,0,1,0,0,"[1745, 1791]"
0,0,0,0,1,0,0,0,0,0,"[1906, 1980]",0,0,0,0,1,0,0,0,0,0,"[1908, 1921]"
0,0,0,0,1,0,0,0,0,0,"[1906, 1980]",0,0,0,0,1,0,0,0,0,0,"[1961, 1979]"
0,0,0,0,0,0,1,0,0,0,"[2118, 2146]",0,0,0,0,0,0,1,0,0,0,"[2122, 2148]"
0,0,0,0,0,0,0,1,0,0,"[1981, 2117]",0,0,0,0,0,0,0,1,0,0,"[1979, 2095]"
0,0,0,0,0,0,0,1,0,0,"[2146, 2192]",0,0,0,0,0,0,0,1,0,0,"[2145, 2230]"
0,0,0,0,0,0,0,1,0,0,"[2206, 2321]",0,0,0,0,0,0,0,1,0,0,"[2145, 2230]"
0,0,0,0,0,0,0,1,0,0,"[2206, 2321]",0,0,0,0,0,0,0,1,0,0,"[2237, 2322]"
0,0,1,0,0,0,0,0,0,0,"[2443, 2455]",0,0,1,0,0,0,0,0,0,0,"[2445, 2456]"
0,1,0,0,0,0,0,0,0,0,"[2743, 2756]",0,1,0,0,0,0,0,0,0,0,"[2727, 2756]"
0,0,0,0,0,0,0,1,0,0,"[2323, 2443]",0,0,0,0,0,0,0,1,0,0,"[2323, 2504]"
0,0,0,0,0,0,0,1,0,0,"[2455, 2505]",0,0,0,0,0,0,0,1,0,0,"[2323, 2504]"
0,0,0,0,0,0,0,1,0,0,"[2569, 2593]",0,0,0,0,0,0,0,1,0,0,"[2536, 2598]"
0,0,0,0,0,0,0,1,0,0,"[2669, 2743]",0,0,0,0,0,0,0,1,0,0,"[2631, 2746]"
0,0,0,0,0,0,1,0,0,0,"[2977, 3024]",0,0,0,0,0,0,1,0,0,0,"[2977, 3021]"
0,0,1,0,0,0,0,0,0,0,"[3206, 3235]",0,0,1,0,0,0,0,0,0,0,"[3207, 3234]"
0,0,0,0,0,0,0,1,0,0,"[2792, 2977]",0,0,0,0,0,0,0,1,0,0,"[2792, 2901]"
0,0,0,0,0,0,0,1,0,0,"[2792, 2977]",0,0,0,0,0,0,0,1,0,0,"[2921, 2980]"
0,0,0,0,0,0,0,1,0,0,"[3124, 3206]",0,0,0,0,0,0,0,1,0,0,"[3117, 3146]"
0,0,0,0,0,0,0,1,0,0,"[3124, 3206]",0,0,0,0,0,0,0,1,0,0,"[3169, 3260]"
0,0,0,0,0,0,0,1,0,0,"[3235, 3260]",0,0,0,0,0,0,0,1,0,0,"[3169, 3260]"
0,1,0,0,0,0,0,0,0,0,"[3323, 3352]",0,1,0,0,0,0,0,0,0,0,"[3333, 3352]"
0,0,0,0,1,0,0,0,0,0,"[3528, 3729]",0,0,0,0,1,0,0,0,0,0,"[3529, 3585]"
0,0,0,0,1,0,0,0,0,0,"[3528, 3729]",0,0,0,0,1,0,0,0,0,0,"[3659, 3679]"
0,0,0,0,1,0,0,0,0,0,"[3528, 3729]",0,0,0,0,1,0,0,0,0,0,"[3706, 3729]"
0,0,0,0,0,1,0,0,0,0,"[3974, 4005]",0,0,0,0,0,1,0,0,0,0,"[3979, 4005]"
1,0,0,0,0,0,0,0,0,0,"[4025, 4057]",1,0,0,0,0,0,0,0,0,0,"[4053, 4056]"
0,0,0,0,1,0,0,0,0,0,"[3730, 3870]",0,0,0,0,1,0,0,0,0,0,"[3754, 3774]"
0,0,0,0,1,0,0,0,0,0,"[3730, 3870]",0,0,0,0,1,0,0,0,0,0,"[3795, 3799]"
0,0,0,0,1,0,0,0,0,0,"[3730, 3870]",0,0,0,0,1,0,0,0,0,0,"[3820, 3868]"
