Jimmy Explosive Quick Mine,Jimmy Explosive Inner,Jimmy Explosive Tunneling,Jimmy Exploring,Jimmy Tunneling Pickaxe,Jimmy Pickaxing for Gold,Jimmy Explosive Miss,Jimmy No label,Jimmy TimeStamp,Erica Explosive Quick Mine,Erica Explosive Inner,Erica Explosive Tunneling,Erica Exploring,Erica Tunneling Pickaxe,Erica Pickaxing for Gold,Erica Explosive Miss,Erica No label,Erica TimeStamp
0,0,0,0,0,1,0,0,"[8102, 8104]",0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,"[8104, 8114]",0,0,0,1,0,0,0,0,"[8105, 8116]"
1,0,0,0,0,0,0,0,"[8114, 8120]",1,0,0,0,0,0,0,0,"[8114, 8119]"
1,0,0,0,0,0,0,0,"[8114, 8120]",0,0,0,1,0,0,0,0,"[8105, 8116]"
1,0,0,0,0,0,0,0,"[8128, 8131]",1,0,0,0,0,0,0,0,"[8127, 8132]"
0,0,0,0,0,1,0,0,"[8137, 8157]",0,0,0,0,0,1,0,0,"[8136, 8188]"
0,0,0,0,0,1,0,0,"[8159, 8189]",0,0,0,0,0,1,0,0,"[8136, 8188]"
0,0,0,1,0,0,0,0,"[8251, 8258]",0,1,0,0,0,0,0,0,"[8257, 8275]"
0,0,0,1,0,0,0,0,"[8251, 8258]",0,0,0,1,0,0,0,0,"[8244, 8258]"
0,0,0,1,0,0,0,0,"[8251, 8258]",0,0,0,0,1,0,0,0,"[8257, 8269]"
0,0,0,0,1,0,0,0,"[8258, 8269]",0,1,0,0,0,0,0,0,"[8257, 8275]"
0,0,0,0,1,0,0,0,"[8258, 8269]",0,0,0,0,1,0,0,0,"[8257, 8269]"
1,0,0,0,0,0,0,0,"[8271, 8276]",0,1,0,0,0,0,0,0,"[8257, 8275]"
0,0,0,0,0,1,0,0,"[8277, 8283]",0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,"[8289, 8292]",0,1,0,0,0,0,0,0,"[8287, 8293]"
0,0,0,0,0,1,0,0,"[8294, 8297]",0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,"[8297, 8301]",1,0,0,0,0,0,0,0,"[8297, 8301]"
0,0,0,0,0,1,0,0,"[8301, 8329]",0,0,0,0,0,1,0,0,"[8301, 8329]"
0,0,0,0,0,1,0,0,"[8338, 8355]",0,0,0,0,0,1,0,0,"[8338, 8357]"
0,0,0,0,1,0,0,0,"[8356, 8359]",0,0,0,0,0,1,0,0,"[8338, 8357]"
0,0,0,0,0,1,0,0,"[8359, 8400]",0,0,0,0,0,1,0,0,"[8359, 8399]"
0,0,0,1,0,0,0,0,"[8459, 8465]",0,0,0,1,0,0,0,0,"[8451, 8465]"
0,0,0,0,1,0,0,0,"[8465, 8473]",0,1,0,0,0,0,0,0,"[8466, 8484]"
0,0,0,0,1,0,0,0,"[8465, 8473]",0,0,0,0,1,0,0,0,"[8465, 8474]"
1,0,0,0,0,0,0,0,"[8478, 8483]",0,1,0,0,0,0,0,0,"[8466, 8484]"
0,0,0,1,0,0,0,0,"[8483, 8495]",0,1,0,0,0,0,0,0,"[8466, 8484]"
0,0,0,1,0,0,0,0,"[8483, 8495]",1,0,0,0,0,0,0,0,"[8492, 8500]"
0,0,0,1,0,0,0,0,"[8483, 8495]",0,0,0,1,0,0,0,0,"[8483, 8495]"
1,0,0,0,0,0,0,0,"[8495, 8501]",1,0,0,0,0,0,0,0,"[8492, 8500]"
1,0,0,0,0,0,0,0,"[8495, 8501]",0,0,0,1,0,0,0,0,"[8499, 8518]"
0,0,0,1,0,0,0,0,"[8501, 8518]",1,0,0,0,0,0,0,0,"[8516, 8523]"
0,0,0,1,0,0,0,0,"[8501, 8518]",0,0,0,1,0,0,0,0,"[8499, 8518]"
0,1,0,0,0,0,0,0,"[8518, 8523]",1,0,0,0,0,0,0,0,"[8516, 8523]"
0,0,0,0,0,1,0,0,"[8530, 8587]",0,0,0,1,0,0,0,0,"[8523, 8531]"
0,0,0,0,0,1,0,0,"[8530, 8587]",0,0,0,1,0,0,0,0,"[8585, 8593]"
0,0,0,0,0,1,0,0,"[8530, 8587]",0,0,0,0,0,1,0,0,"[8530, 8586]"
0,0,0,0,0,1,0,0,"[8593, 8607]",0,0,0,0,0,1,0,0,"[8592, 8608]"
0,0,0,1,0,0,0,0,"[8668, 8675]",0,0,0,1,0,0,0,0,"[8664, 8674]"
0,0,0,1,0,0,0,0,"[8668, 8675]",0,0,0,0,1,0,0,0,"[8674, 8704]"
0,0,0,0,1,0,0,0,"[8675, 8690]",0,0,0,0,1,0,0,0,"[8674, 8704]"
0,0,0,0,1,0,0,0,"[8696, 8703]",0,0,0,0,1,0,0,0,"[8674, 8704]"
0,0,0,1,0,0,0,0,"[8703, 8719]",0,0,0,1,0,0,0,0,"[8704, 8719]"
0,0,0,1,0,0,0,0,"[8703, 8719]",0,0,0,0,1,0,0,0,"[8674, 8704]"
0,0,0,0,0,1,0,0,"[8719, 8722]",0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,"[8725, 8740]",0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,"[8744, 8759]",0,0,0,0,0,1,0,0,"[8745, 8789]"
0,0,0,0,0,1,0,0,"[8762, 8789]",0,0,0,0,0,1,0,0,"[8745, 8789]"
0,0,0,1,0,0,0,0,"[8789, 8818]",0,0,0,1,0,0,0,0,"[8790, 8819]"
0,0,0,1,0,0,0,0,"[8878, 8895]",0,0,0,1,0,0,0,0,"[8880, 8894]"
0,0,0,0,0,1,0,0,"[8895, 8897]",0,1,0,0,0,0,0,0,"[8895, 8908]"
1,0,0,0,0,0,0,0,"[8905, 8909]",0,1,0,0,0,0,0,0,"[8895, 8908]"
0,0,0,0,1,0,0,0,"[8912, 8920]",0,0,0,0,1,0,0,0,"[8911, 8922]"
0,0,0,0,0,1,0,0,"[8924, 8978]",0,0,0,0,0,1,0,0,"[8924, 9029]"
0,0,0,0,0,1,0,0,"[8982, 9029]",0,0,0,0,0,1,0,0,"[8924, 9029]"
0,0,0,1,0,0,0,0,"[7818, 7829]",0,0,0,1,0,0,0,0,"[7818, 7829]"
0,0,0,0,0,1,0,0,"[7829, 7891]",0,0,0,0,0,1,0,0,"[7829, 7922]"
0,0,0,0,0,1,0,0,"[7895, 7921]",0,0,0,1,0,0,0,0,"[7920, 7929]"
0,0,0,0,0,1,0,0,"[7895, 7921]",0,0,0,0,0,1,0,0,"[7829, 7922]"
0,0,0,0,0,1,0,0,"[7929, 7971]",0,0,0,0,0,1,0,0,"[7928, 7971]"
0,0,0,1,0,0,0,0,"[8038, 8052]",0,1,0,0,0,0,0,0,"[8051, 8070]"
0,0,0,1,0,0,0,0,"[8038, 8052]",0,0,0,1,0,0,0,0,"[8038, 8052]"
0,1,0,0,0,0,0,0,"[8052, 8069]",0,1,0,0,0,0,0,0,"[8051, 8070]"
0,0,0,1,0,0,0,0,"[8069, 8081]",0,1,0,0,0,0,0,0,"[8051, 8070]"
0,0,0,1,0,0,0,0,"[8069, 8081]",0,0,0,1,0,0,0,0,"[8069, 8081]"
0,0,0,0,0,1,0,0,"[8081, 8088]",0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,"[8093, 8109]",0,1,0,0,0,0,0,0,"[8093, 8110]"
0,0,0,0,0,1,0,0,"[8112, 8130]",0,0,0,0,0,1,0,0,"[8111, 8131]"
0,1,0,0,0,0,0,0,"[8133, 8154]",0,1,0,0,0,0,0,0,"[8132, 8155]"
0,0,0,0,0,1,0,0,"[8160, 8188]",0,0,0,0,0,1,0,0,"[8160, 8189]"
0,0,0,1,0,0,0,0,"[8251, 8275]",0,1,0,0,0,0,0,0,"[8274, 8292]"
0,0,0,1,0,0,0,0,"[8251, 8275]",0,0,0,1,0,0,0,0,"[8246, 8275]"
0,1,0,0,0,0,0,0,"[8275, 8292]",0,1,0,0,0,0,0,0,"[8274, 8292]"
0,1,0,0,0,0,0,0,"[8296, 8312]",0,1,0,0,0,0,0,0,"[8293, 8312]"
0,0,0,0,0,1,0,0,"[8316, 8353]",0,0,0,0,0,1,0,0,"[8315, 8352]"
0,0,0,0,0,1,0,0,"[8316, 8353]",0,0,0,1,0,0,0,0,"[8352, 8361]"
0,1,0,0,0,0,0,0,"[8361, 8377]",0,1,0,0,0,0,0,0,"[8361, 8378]"
0,1,0,0,0,0,0,0,"[8361, 8377]",0,0,0,1,0,0,0,0,"[8376, 8388]"
0,0,0,0,0,1,0,0,"[8388, 8400]",0,0,0,0,0,1,0,0,"[8387, 8400]"
0,0,0,1,0,0,0,0,"[8459, 8466]",0,0,0,1,0,0,0,0,"[8449, 8466]"
0,1,0,0,0,0,0,0,"[8466, 8482]",0,1,0,0,0,0,0,0,"[8466, 8483]"
0,0,0,0,0,1,0,0,"[8485, 8488]",0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,"[8496, 8519]",0,1,0,0,0,0,0,0,"[8496, 8511]"
0,1,0,0,0,0,0,0,"[8496, 8519]",1,0,0,0,0,0,0,0,"[8513, 8519]"
0,0,0,0,0,1,0,0,"[8523, 8529]",0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,"[8537, 8608]",0,0,0,0,0,1,0,0,"[8537, 8608]"
0,0,0,0,0,1,0,0,"[8537, 8608]",0,0,0,1,0,0,0,0,"[8530, 8538]"
0,0,0,0,0,1,0,0,"[8537, 8608]",0,0,0,0,0,1,0,0,"[8538, 8608]"
0,0,0,1,0,0,0,0,"[8668, 8676]",0,0,0,1,0,0,0,0,"[8666, 8676]"
0,0,0,1,0,0,0,0,"[8668, 8676]",0,0,0,0,0,1,0,0,"[8675, 8710]"
0,0,0,0,0,1,0,0,"[8676, 8688]",0,0,0,0,0,1,0,0,"[8675, 8710]"
0,0,0,0,0,1,0,0,"[8691, 8710]",0,0,0,0,0,1,0,0,"[8675, 8710]"
0,0,0,1,0,0,0,0,"[8710, 8782]",0,0,0,1,0,0,0,0,"[8710, 8781]"
0,0,0,0,1,0,0,0,"[8782, 8790]",0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,"[8791, 8811]",0,0,0,1,0,0,0,0,"[8795, 8810]"
0,0,0,0,0,1,0,0,"[8811, 8816]",0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,"[8878, 8904]",0,1,0,0,0,0,0,0,"[8903, 8928]"
0,0,0,1,0,0,0,0,"[8878, 8904]",0,0,0,1,0,0,0,0,"[8880, 8903]"
0,1,0,0,0,0,0,0,"[8904, 8928]",0,1,0,0,0,0,0,0,"[8903, 8928]"
0,0,0,0,0,1,0,0,"[8928, 8960]",0,0,0,1,0,0,0,0,"[8959, 8971]"
0,0,0,0,0,1,0,0,"[8928, 8960]",0,0,0,0,0,1,0,0,"[8929, 8961]"
0,0,0,1,0,0,0,0,"[8960, 8972]",0,0,0,1,0,0,0,0,"[8959, 8971]"
0,0,0,1,0,0,0,0,"[8960, 8972]",0,0,0,0,0,1,0,0,"[8929, 8961]"
0,0,0,1,0,0,0,0,"[8960, 8972]",0,0,0,0,0,1,0,0,"[8971, 9027]"
0,0,0,0,0,1,0,0,"[8972, 9028]",0,0,0,0,0,1,0,0,"[8971, 9027]"
0,0,0,1,0,0,0,0,"[7818, 7844]",0,0,0,1,0,0,0,0,"[7820, 7843]"
0,0,0,1,0,0,0,0,"[7818, 7844]",0,0,0,0,1,0,0,0,"[7843, 7850]"
0,0,0,0,1,0,0,0,"[7844, 7850]",0,0,0,1,0,0,0,0,"[7849, 7873]"
0,0,0,0,1,0,0,0,"[7844, 7850]",0,0,0,0,1,0,0,0,"[7843, 7850]"
0,0,0,1,0,0,0,0,"[7850, 7872]",0,0,0,1,0,0,0,0,"[7849, 7873]"
0,0,0,0,1,0,0,0,"[7872, 7879]",0,0,0,1,0,0,0,0,"[7849, 7873]"
0,0,0,0,1,0,0,0,"[7872, 7879]",0,0,0,0,1,0,0,0,"[7872, 7880]"
0,0,0,0,0,1,0,0,"[7891, 7969]",0,0,0,0,0,1,0,0,"[7890, 7969]"
0,0,0,1,0,0,0,0,"[8038, 8054]",0,0,0,1,0,0,0,0,"[8039, 8053]"
0,0,0,1,0,0,0,0,"[8038, 8054]",0,0,0,0,0,1,0,0,"[8053, 8134]"
0,0,0,0,0,1,0,0,"[8054, 8093]",0,0,0,0,0,1,0,0,"[8053, 8134]"
0,0,0,0,0,1,0,0,"[8097, 8134]",0,0,0,0,0,1,0,0,"[8053, 8134]"
0,0,0,0,0,1,0,0,"[8141, 8184]",0,0,0,1,0,0,0,0,"[8134, 8142]"
0,0,0,0,0,1,0,0,"[8141, 8184]",0,0,0,0,0,1,0,0,"[8148, 8184]"
0,0,0,1,0,0,0,0,"[8251, 8259]",0,0,0,1,0,0,0,0,"[8244, 8260]"
0,0,0,0,1,0,0,0,"[8259, 8271]",0,0,0,1,0,0,0,0,"[8244, 8260]"
0,0,0,0,1,0,0,0,"[8259, 8271]",0,0,0,0,1,0,0,0,"[8259, 8269]"
1,0,0,0,0,0,0,0,"[8285, 8290]",1,0,0,0,0,0,0,0,"[8283, 8289]"
0,0,0,0,0,1,0,0,"[8293, 8300]",0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,"[8304, 8311]",1,0,0,0,0,0,0,0,"[8304, 8311]"
0,0,0,0,0,1,0,0,"[8314, 8317]",0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,"[8338, 8343]",1,0,0,0,0,0,0,0,"[8336, 8343]"
0,0,0,0,0,1,0,0,"[8348, 8367]",0,0,0,0,0,1,0,0,"[8348, 8401]"
0,0,0,0,1,0,0,0,"[8368, 8372]",0,0,0,0,0,1,0,0,"[8348, 8401]"
0,0,0,0,0,1,0,0,"[8371, 8400]",0,0,0,0,0,1,0,0,"[8348, 8401]"
0,0,0,1,0,0,0,0,"[8459, 8468]",0,0,0,1,0,0,0,0,"[8448, 8468]"
0,0,0,1,0,0,0,0,"[8459, 8468]",0,0,0,0,0,1,0,0,"[8467, 8497]"
0,0,0,0,0,1,0,0,"[8468, 8498]",0,0,0,0,0,1,0,0,"[8467, 8497]"
0,0,0,1,0,0,0,0,"[8498, 8513]",0,0,0,1,0,0,0,0,"[8498, 8513]"
0,0,0,1,0,0,0,0,"[8498, 8513]",0,0,0,0,1,0,0,0,"[8512, 8519]"
0,0,0,0,1,0,0,0,"[8513, 8518]",0,0,0,0,1,0,0,0,"[8512, 8519]"
0,1,0,0,0,0,0,0,"[8523, 8537]",0,1,0,0,0,0,0,0,"[8520, 8537]"
0,1,0,0,0,0,0,0,"[8539, 8554]",1,0,0,0,0,0,0,0,"[8547, 8553]"
0,0,0,0,0,1,0,0,"[8557, 8586]",0,0,0,0,0,1,0,0,"[8557, 8585]"
0,0,0,0,1,0,0,0,"[8594, 8601]",0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,"[8601, 8608]",0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,"[8668, 8692]",0,0,0,1,0,0,0,0,"[8670, 8692]"
0,0,0,1,0,0,0,0,"[8668, 8692]",0,0,0,0,1,0,0,0,"[8691, 8699]"
0,0,0,0,1,0,0,0,"[8692, 8699]",0,0,0,0,1,0,0,0,"[8691, 8699]"
0,0,0,0,0,1,0,0,"[8699, 8703]",0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,"[8706, 8716]",0,1,0,0,0,0,0,0,"[8706, 8715]"
0,0,0,0,0,1,0,0,"[8719, 8734]",0,0,0,0,0,1,0,0,"[8718, 8768]"
0,0,0,0,0,1,0,0,"[8740, 8742]",0,1,0,0,0,0,0,0,"[8735, 8791]"
0,0,0,0,0,1,0,0,"[8740, 8742]",0,0,0,0,0,1,0,0,"[8718, 8768]"
0,0,0,0,0,1,0,0,"[8747, 8778]",0,1,0,0,0,0,0,0,"[8735, 8791]"
0,0,0,0,0,1,0,0,"[8747, 8778]",0,0,0,0,0,1,0,0,"[8718, 8768]"
0,1,0,0,0,0,0,0,"[8778, 8791]",0,1,0,0,0,0,0,0,"[8735, 8791]"
0,0,0,0,0,1,0,0,"[8802, 8819]",0,0,0,0,0,1,0,0,"[8801, 8820]"
0,0,0,1,0,0,0,0,"[8878, 8889]",0,0,0,1,0,0,0,0,"[8880, 8889]"
0,0,0,0,1,0,0,0,"[8889, 8904]",0,0,0,0,1,0,0,0,"[8889, 8900]"
0,0,0,0,0,1,0,0,"[8904, 8943]",0,0,0,0,0,1,0,0,"[8904, 8976]"
0,0,0,0,1,0,0,0,"[8943, 8946]",0,0,0,0,0,1,0,0,"[8904, 8976]"
0,0,0,0,0,1,0,0,"[8949, 8977]",0,0,0,1,0,0,0,0,"[8976, 8987]"
0,0,0,0,0,1,0,0,"[8949, 8977]",0,0,0,0,0,1,0,0,"[8904, 8976]"
0,0,0,0,1,0,0,0,"[8987, 8992]",0,0,0,0,1,0,0,0,"[8985, 8996]"
0,1,0,0,0,0,0,0,"[8999, 9011]",0,1,0,0,0,0,0,0,"[8999, 9011]"
0,0,0,0,0,1,0,0,"[9013, 9029]",0,0,0,0,0,1,0,0,"[9014, 9026]"
0,0,0,1,0,0,0,0,"[7818, 7837]",0,0,0,1,0,0,0,0,"[7818, 7838]"
0,0,0,0,1,0,0,0,"[7837, 7839]",0,0,0,1,0,0,0,0,"[7818, 7838]"
0,0,0,0,0,1,0,0,"[7842, 7903]",0,0,0,0,1,0,0,0,"[7902, 7911]"
0,0,0,0,0,1,0,0,"[7842, 7903]",0,0,0,0,0,1,0,0,"[7842, 7903]"
0,0,0,0,1,0,0,0,"[7903, 7911]",0,0,0,0,1,0,0,0,"[7902, 7911]"
0,0,0,1,0,0,0,0,"[7911, 7927]",0,0,0,1,0,0,0,0,"[7911, 7926]"
0,0,0,0,0,1,0,0,"[7927, 7968]",0,0,0,0,0,1,0,0,"[7927, 7969]"
0,0,0,1,0,0,0,0,"[8038, 8049]",0,0,0,1,0,0,0,0,"[8038, 8049]"
0,0,0,1,0,0,0,0,"[8038, 8049]",0,0,0,0,0,1,0,0,"[8048, 8115]"
0,0,0,0,0,1,0,0,"[8049, 8115]",0,1,0,0,0,0,0,0,"[8107, 8151]"
0,0,0,0,0,1,0,0,"[8049, 8115]",0,0,0,0,0,1,0,0,"[8048, 8115]"
0,0,0,0,1,0,0,0,"[8115, 8125]",0,1,0,0,0,0,0,0,"[8107, 8151]"
0,0,0,0,0,1,0,0,"[8125, 8137]",0,1,0,0,0,0,0,0,"[8107, 8151]"
0,1,0,0,0,0,0,0,"[8137, 8150]",0,1,0,0,0,0,0,0,"[8107, 8151]"
0,0,0,0,0,1,0,0,"[8153, 8170]",0,0,0,1,0,0,0,0,"[8169, 8177]"
0,0,0,0,0,1,0,0,"[8153, 8170]",0,0,0,0,0,1,0,0,"[8152, 8171]"
0,0,0,0,0,1,0,0,"[8176, 8178]",0,0,0,1,0,0,0,0,"[8169, 8177]"
0,0,0,0,0,1,0,0,"[8184, 8188]",0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,"[8251, 8262]",0,0,0,1,0,0,0,0,"[8244, 8262]"
0,0,0,0,0,1,0,0,"[8262, 8324]",0,0,0,0,0,1,0,0,"[8262, 8355]"
0,0,0,0,0,1,0,0,"[8330, 8342]",0,0,0,0,0,1,0,0,"[8262, 8355]"
0,0,0,0,0,1,0,0,"[8350, 8354]",0,0,0,0,0,1,0,0,"[8262, 8355]"
0,0,0,1,0,0,0,0,"[8354, 8367]",0,0,0,1,0,0,0,0,"[8355, 8367]"
0,0,0,1,0,0,0,0,"[8354, 8367]",0,0,0,0,0,1,0,0,"[8262, 8355]"
0,1,0,0,0,0,0,0,"[8367, 8383]",0,1,0,0,0,0,0,0,"[8367, 8383]"
0,0,0,0,0,1,0,0,"[8383, 8400]",0,0,0,0,0,1,0,0,"[8385, 8402]"
0,0,0,1,0,0,0,0,"[8459, 8478]",0,1,0,0,0,0,0,0,"[8477, 8497]"
0,0,0,1,0,0,0,0,"[8459, 8478]",0,0,0,1,0,0,0,0,"[8456, 8477]"
0,1,0,0,0,0,0,0,"[8478, 8498]",0,1,0,0,0,0,0,0,"[8477, 8497]"
0,0,0,0,0,1,0,0,"[8514, 8577]",0,0,0,0,0,1,0,0,"[8514, 8601]"
0,0,0,0,0,1,0,0,"[8580, 8602]",0,0,0,0,0,1,0,0,"[8514, 8601]"
0,0,0,1,0,0,0,0,"[8668, 8680]",0,0,0,1,0,0,0,0,"[8662, 8680]"
0,0,0,1,0,0,0,0,"[8668, 8680]",0,0,0,0,0,1,0,0,"[8679, 8774]"
0,0,0,0,0,1,0,0,"[8680, 8739]",0,0,0,0,0,1,0,0,"[8679, 8774]"
0,0,0,0,0,1,0,0,"[8742, 8774]",0,0,0,0,0,1,0,0,"[8679, 8774]"
0,0,0,0,0,1,0,0,"[8777, 8796]",0,1,0,0,0,0,0,0,"[8777, 8815]"
0,1,0,0,0,0,0,0,"[8800, 8815]",0,1,0,0,0,0,0,0,"[8777, 8815]"
0,0,0,0,0,1,0,0,"[8816, 8820]",0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,"[8878, 8892]",0,1,0,0,0,0,0,0,"[8889, 8921]"
0,0,0,1,0,0,0,0,"[8878, 8892]",0,0,0,1,0,0,0,0,"[8879, 8892]"
0,0,0,0,0,1,0,0,"[8892, 8894]",0,1,0,0,0,0,0,0,"[8889, 8921]"
0,1,0,0,0,0,0,0,"[8901, 8921]",0,1,0,0,0,0,0,0,"[8889, 8921]"
0,0,0,0,0,1,0,0,"[8926, 8941]",0,0,0,0,0,1,0,0,"[8926, 8942]"
0,0,0,1,0,0,0,0,"[8941, 8954]",0,0,0,1,0,0,0,0,"[8941, 8954]"
0,0,0,1,0,0,0,0,"[8941, 8954]",0,0,0,0,0,1,0,0,"[8926, 8942]"
0,0,0,0,0,1,0,0,"[8954, 8988]",0,0,0,0,0,1,0,0,"[8954, 8988]"
0,0,0,1,0,0,0,0,"[8988, 9002]",0,0,0,1,0,0,0,0,"[8989, 9001]"
0,0,0,0,0,1,0,0,"[9002, 9005]",0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,"[9009, 9018]",0,1,0,0,0,0,0,0,"[9009, 9018]"
0,1,0,0,0,0,0,0,"[9023, 9029]",1,0,0,0,0,0,0,0,"[9021, 9029]"
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"[7879, 7891]"
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"[8489, 8496]"
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"[8498, 8514]"
