Jimmy Explosive Quick Mine,Jimmy Explosive Inner,Jimmy Explosive Tunneling,Jimmy Exploring,Jimmy Tunneling Pickaxe,Jimmy Pickaxing for Gold,Jimmy Explosive Miss,Jimmy No label,Jimmy TimeStamp,Erica Explosive Quick Mine,Erica Explosive Inner,Erica Explosive Tunneling,Erica Exploring,Erica Tunneling Pickaxe,Erica Pickaxing for Gold,Erica Explosive Miss,Erica No label,Erica TimeStamp
0,0,0,1,0,0,0,0,"[27181, 27201]",0,0,0,1,0,0,0,0,"[27178, 27201]"
1,0,0,0,0,0,0,0,"[27201, 27206]",1,0,0,0,0,0,0,0,"[27201, 27206]"
0,0,0,0,0,1,0,0,"[27206, 27233]",0,0,0,0,0,1,0,0,"[27208, 27232]"
0,0,0,0,1,0,0,0,"[27233, 27254]",0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,"[27322, 27329]",0,0,0,1,0,0,0,0,"[27319, 27330]"
0,0,0,0,1,0,0,0,"[27329, 27362]",0,0,0,1,0,0,0,0,"[27319, 27330]"
0,0,0,0,1,0,0,0,"[27329, 27362]",0,0,0,1,0,0,0,0,"[27361, 27379]"
0,0,0,0,1,0,0,0,"[27329, 27362]",0,0,0,0,1,0,0,0,"[27329, 27362]"
0,0,0,1,0,0,0,0,"[27362, 27377]",0,0,0,1,0,0,0,0,"[27361, 27379]"
0,0,0,0,1,0,0,0,"[27377, 27394]",0,0,0,1,0,0,0,0,"[27361, 27379]"
0,0,0,0,1,0,0,0,"[27377, 27394]",0,0,0,0,1,0,0,0,"[27378, 27394]"
0,0,0,0,1,0,0,0,"[27377, 27394]",0,0,0,0,0,1,0,0,"[27393, 27429]"
0,0,0,0,0,1,0,0,"[27394, 27417]",0,0,0,0,0,1,0,0,"[27393, 27429]"
0,0,0,0,0,1,0,0,"[27424, 27429]",0,0,0,0,0,1,0,0,"[27393, 27429]"
0,0,0,0,0,1,0,0,"[27437, 27471]",0,0,0,0,0,1,0,0,"[27434, 27471]"
0,0,0,1,0,0,0,0,"[26104, 26195]",0,0,0,1,0,0,0,0,"[26106, 26199]"
0,0,0,0,1,0,0,0,"[26195, 26203]",0,0,0,1,0,0,0,0,"[26106, 26199]"
0,0,0,0,1,0,0,0,"[26233, 26240]",0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,"[26245, 26255]",0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,"[26360, 26377]",0,0,0,0,0,0,1,0,"[26371, 26376]"
0,0,1,0,0,0,0,0,"[26403, 26412]",0,0,1,0,0,0,0,0,"[26404, 26410]"
0,0,1,0,0,0,0,0,"[26403, 26412]",0,0,0,1,0,0,0,0,"[26410, 26462]"
0,0,0,1,0,0,0,0,"[26412, 26461]",0,0,0,1,0,0,0,0,"[26410, 26462]"
0,0,0,0,0,1,0,0,"[26461, 26505]",0,0,0,1,0,0,0,0,"[26410, 26462]"
0,0,0,0,0,1,0,0,"[26461, 26505]",0,0,0,0,0,1,0,0,"[26462, 26504]"
0,0,0,1,0,0,0,0,"[26646, 26657]",0,0,0,1,0,0,0,0,"[26638, 26660]"
0,0,0,0,0,1,0,0,"[26657, 26664]",0,0,0,1,0,0,0,0,"[26638, 26660]"
0,0,1,0,0,0,0,0,"[26705, 26714]",0,0,1,0,0,0,0,0,"[26708, 26713]"
0,0,0,1,0,0,0,0,"[26714, 26744]",0,0,0,1,0,0,0,0,"[26714, 26746]"
0,0,0,0,0,1,0,0,"[26744, 26790]",0,0,0,1,0,0,0,0,"[26714, 26746]"
0,0,0,0,0,1,0,0,"[26744, 26790]",0,0,0,0,0,1,0,0,"[26745, 26786]"
0,0,0,1,0,0,0,0,"[26880, 26895]",0,0,0,1,0,0,0,0,"[26878, 26895]"
0,0,0,0,0,1,0,0,"[26895, 26941]",0,1,0,0,0,0,0,0,"[26895, 26973]"
0,0,0,0,0,1,0,0,"[26895, 26941]",0,0,0,0,0,1,0,0,"[26896, 26941]"
1,0,0,0,0,0,0,0,"[26968, 26974]",0,1,0,0,0,0,0,0,"[26895, 26973]"
1,0,0,0,0,0,0,0,"[26968, 26974]",0,1,0,0,0,0,0,0,"[26973, 26996]"
0,1,0,0,0,0,0,0,"[26974, 26997]",0,1,0,0,0,0,0,0,"[26973, 26996]"
0,0,0,0,0,1,0,0,"[26999, 27022]",0,0,0,0,0,1,0,0,"[27001, 27022]"
0,0,0,1,0,0,0,0,"[27105, 27129]",0,0,0,1,0,0,0,0,"[27101, 27131]"
0,0,0,0,0,1,0,0,"[27129, 27151]",0,0,0,1,0,0,0,0,"[27101, 27131]"
0,0,0,0,0,1,0,0,"[27129, 27151]",0,0,0,0,0,1,0,0,"[27130, 27240]"
0,0,0,0,0,1,0,0,"[27151, 27172]",0,0,0,0,0,1,0,0,"[27130, 27240]"
0,0,0,0,0,1,0,0,"[27176, 27241]",0,0,0,0,0,1,0,0,"[27130, 27240]"
0,0,0,0,1,0,0,0,"[27244, 27253]",0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,"[27322, 27353]",0,0,0,1,0,0,0,0,"[27321, 27356]"
0,0,0,0,0,1,0,0,"[27353, 27469]",0,0,0,1,0,0,0,0,"[27321, 27356]"
0,0,0,0,0,1,0,0,"[27353, 27469]",0,0,0,0,0,1,0,0,"[27355, 27470]"
0,0,0,1,0,0,0,0,"[26104, 26168]",0,0,0,1,0,0,0,0,"[26107, 26169]"
0,0,0,0,0,1,0,0,"[26168, 26257]",0,0,0,1,0,0,0,0,"[26107, 26169]"
0,0,0,0,0,1,0,0,"[26168, 26257]",0,0,0,0,0,1,0,0,"[26169, 26257]"
0,0,0,1,0,0,0,0,"[26360, 26399]",0,0,0,1,0,0,0,0,"[26360, 26400]"
0,0,0,0,1,0,0,0,"[26399, 26403]",0,0,0,1,0,0,0,0,"[26360, 26400]"
0,0,0,1,0,0,0,0,"[26403, 26440]",0,0,0,1,0,0,0,0,"[26403, 26440]"
0,0,0,0,0,1,0,0,"[26440, 26444]",0,1,0,0,0,0,0,0,"[26441, 26482]"
0,0,0,0,0,1,0,0,"[26440, 26444]",0,0,0,0,0,1,0,0,"[26440, 26478]"
0,0,0,0,1,0,0,0,"[26444, 26447]",0,1,0,0,0,0,0,0,"[26441, 26482]"
0,0,0,0,1,0,0,0,"[26444, 26447]",0,0,0,0,0,1,0,0,"[26440, 26478]"
0,1,0,0,0,0,0,0,"[26447, 26482]",0,1,0,0,0,0,0,0,"[26441, 26482]"
0,1,0,0,0,0,0,0,"[26447, 26482]",0,0,0,0,0,1,0,0,"[26440, 26478]"
0,0,0,0,0,1,0,0,"[26482, 26508]",0,0,0,0,0,1,0,0,"[26482, 26509]"
0,0,0,1,0,0,0,0,"[26645, 26690]",0,0,0,1,0,0,0,0,"[26636, 26689]"
0,0,0,1,0,0,0,0,"[26645, 26690]",0,0,0,0,0,1,0,0,"[26688, 26792]"
0,0,0,0,0,1,0,0,"[26690, 26770]",0,0,0,0,0,1,0,0,"[26688, 26792]"
0,0,0,0,0,1,0,0,"[26780, 26792]",0,0,0,0,0,1,0,0,"[26688, 26792]"
0,0,0,1,0,0,0,0,"[26880, 26895]",0,0,0,1,0,0,0,0,"[26882, 26895]"
0,0,0,0,1,0,0,0,"[26895, 26899]",0,0,0,0,1,0,0,0,"[26896, 26900]"
0,0,0,0,0,1,0,0,"[26899, 26927]",0,0,0,0,0,1,0,0,"[26901, 26926]"
0,0,0,0,0,1,0,0,"[26899, 26927]",0,0,0,0,1,0,0,0,"[26896, 26900]"
0,0,0,1,0,0,0,0,"[26927, 26954]",0,0,0,1,0,0,0,0,"[26927, 26956]"
0,0,0,0,0,1,0,0,"[26954, 26963]",0,0,0,1,0,0,0,0,"[26927, 26956]"
0,0,0,0,0,1,0,0,"[26954, 26963]",0,0,0,0,0,1,0,0,"[26955, 27029]"
0,0,0,0,0,1,0,0,"[26979, 27030]",0,0,0,0,0,1,0,0,"[26955, 27029]"
0,0,0,1,0,0,0,0,"[27106, 27135]",0,0,0,1,0,0,0,0,"[27102, 27135]"
0,0,0,0,0,1,0,0,"[27135, 27225]",0,0,0,0,0,1,0,0,"[27135, 27244]"
0,0,0,0,0,1,0,0,"[27234, 27244]",0,0,0,0,0,1,0,0,"[27135, 27244]"
0,0,0,1,0,0,0,0,"[27322, 27348]",0,0,0,1,0,0,0,0,"[27319, 27349]"
0,0,0,0,0,1,0,0,"[27348, 27471]",0,0,0,1,0,0,0,0,"[27319, 27349]"
0,0,0,0,0,1,0,0,"[27348, 27471]",0,0,0,0,0,1,0,0,"[27349, 27463]"
